target,text,processed_text
0,PICK UR FONE UP NOW U DUMB?,pick ur fone up now u dumb
0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thank da thangam i feel veri veri happi dear i also miss you da
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",okey doke i m at home but not dress co lay around ill speak to you later bout time and stuff
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don t run away frm u i walk slowli amp it kill me that u don t care enough to stop me
0,"Babe, I'm back ... Come back to me ...",babe i m back come back to me
0,Well you told others you'd marry them...,well you told other you d marri them
0,Neshanth..tel me who r u?,neshanth tel me who r u
0,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
0,Oh... Kay... On sat right?,oh kay on sat right
0,Hi! This is Roger from CL. How are you?,hi thi is roger from cl how are you
1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want me dont u babi im nasti and have a thing filthyguy fanci a rude time with a sexi bitch how about we go slo n hard txt xxx slo msg
0,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wast den muz chiong on sat n sun liao
0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesu christ bitch i m tri to give you drug answer your fuck phone
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,pleas give it or i will pick it up on tuesday even about if that is ok
0,I'm meeting Darren...,i m meet darren
0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",one of best dialogu in cute reltnship wen i die dont come near my bodi bcoz my hand may not come wipe ur tear off that time gud ni
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solv d case a man wa found murder on lt decim gt lt gt afternoon hi wife call polic polic question everyon wife sir i wa sleep when the murder took place cook i wa cook garden i wa pick veget hous maid i went d post offic children we went play neighbour we went a marriag polic arrest d murder immedi who s it repli with reason if u r brilliant
0,Dear where you will be when i reach there,dear where you will be when i reach there
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww that s the first time u said u miss me without ask if i miss u first you do love me
0,Ok... Thanx... Gd nite 2 ü too...,ok thanx gd nite too
0,"Come to me right now, Ahmad",come to me right now ahmad
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i don t know u and u don t know me send chat to now and let s find each other onli p msg rcvd hg suit land row w j hl ldn year or over
0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol pleas do actual send a pic of yourself right now i wanna see pose with a comb and hair dryer or someth
0,O was not into fps then.,o wa not into fp then
0,Huh means computational science... Y they like dat one push here n there...,huh mean comput scienc y they like dat one push here n there
0,"Could you not read me, my Love ? I answered you",could you not read me my love i answer you
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh lk tt den we take e one tt end at cine lor dun wan yogasana oso can
0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",madam regret disturb might receiv a refer check from dlf premarica kindli be inform rgd rakhesh kerala
1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,sm servic for your inclus text credit pl gotto www comuk net login qxj unsubscrib with stop no extra charg help comuk cm ae
0,Oic... Then better quickly go bathe n settle down...,oic then better quickli go bath n settl down
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud do i m go to at pm i haven t got a way to contact him until then
0,A bloo bloo bloo I'll miss the first bowl,a bloo bloo bloo i ll miss the first bowl
0,Lmao but its so fun...,lmao but it so fun
0,Oh k k:)but he is not a big hitter.anyway good,oh k k but he is not a big hitter anyway good
0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey i almost forgot happi b day babe i love ya
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentin day special win over in our quiz and take your partner on the trip of a lifetim send go to now p msg rcvd custcar
0,Do you think i can move  &lt;#&gt;  in a week,do you think i can move lt gt in a week
0,She.s find. I sent you an offline message to know how anjola's now.,she s find i sent you an offlin messag to know how anjola s now
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess who am i thi is the first time i creat a web page www asjesu com read all i wrote i m wait for your opinion i want to be your friend
0,How was txting and driving,how wa txting and drive
0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,that s good let thank god pleas complet the drug have lot of water and have a beauti day
0,Really dun bluff me leh... U sleep early too. Nite...,realli dun bluff me leh u sleep earli too nite
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",indian r poor but india is not a poor countri say one of the swiss bank director he say that lt gt lac crore of indian money is deposit in swiss bank which can be use for taxless budget for lt gt yr can give lt gt crore job to all indian from ani villag to delhi lane road forev free power supli to more than lt gt social project everi citizen can get monthli lt gt for lt gt yr no need of world bank amp imf loan think how our money is block by rich politician we have full right against corrupt politician itna forward karo ki pura india padh g m
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncl boy i need movi oh guid me plu you know torrent are not particularli legal here and the system is slow down what should i do have a gr day plu have you start co i dont meet you onlin how wa the honey moon
0,Oh ya ya. I remember da. .,oh ya ya i rememb da
0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regard that we should realli tri to see if anyon els can be our th guy befor we commit to a random dude
1,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",for ur chanc to win cash everi wk txt play to t s c s www music trivia net custcar x p wk
0,I not busy juz dun wan 2 go so early.. Hee.. ,i not busi juz dun wan go so earli hee
0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio it is then well arent we all up bright and earli thi morn
0,"Great. I'm in church now, will holla when i get out",great i m in church now will holla when i get out
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back in brum thank for put us up and keep us all and happi see you soon
0,I donno if they are scorable,i donno if they are scorabl
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,lt gt great loxahatche xma tree burn updat you can total see star here
0,"Yes but i dont care! I need you bad, princess!",ye but i dont care i need you bad princess
0,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",the guy kadeem hasn t been sell sinc the break i know one other guy but he s paranoid as fuck and doesn t like sell without me there and i can t be up there til late tonight
0,"Sorry, I'll call later",sorri i ll call later
0,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,tmr then brin lar aiya later i come n c lar mayb neva set properli got da help sheet wif
0,Do u knw dis no. &lt;#&gt; ?,do u knw di no lt gt
0,Then she dun believe wat?,then she dun believ wat
0,K..give back my thanks.,k give back my thank
0,I know complain num only..bettr directly go to bsnl offc nd apply for it..,i know complain num onli bettr directli go to bsnl offc nd appli for it
0,Okay. I've seen it. So i should pick it on friday?,okay i ve seen it so i should pick it on friday
0,How much she payed. Suganya.,how much she pay suganya
0,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan me go suntec look u
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit but it a start are you use it to get sponsor for the next event
0,Onum ela pa. Normal than.,onum ela pa normal than
0,K.k..how is your sister kids?,k k how is your sister kid
0,"Cool, I'll text you when I'm on the way",cool i ll text you when i m on the way
0,Nope. Meanwhile she talk say make i greet you.,nope meanwhil she talk say make i greet you
0,i cant talk to you now.i will call when i can.dont keep calling.,i cant talk to you now i will call when i can dont keep call
0,Anything lar...,anyth lar
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose need water season need chang poet need imagin my phone need ur sm and i need ur love frndship forev
0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe how goe that day ani job prospect yet i miss you my love sigh
0,They will pick up and drop in car.so no problem..,they will pick up and drop in car so no problem
0,S.i think he is waste for rr..,s i think he is wast for rr
0,He is world famamus....,he is world famamu
0,Is there coming friday is leave for pongal?do you get any news from your work place.,is there come friday is leav for pongal do you get ani news from your work place
0,Lol well don't do it without me. We could have a big sale together.,lol well don t do it without me we could have a big sale togeth
0,* Am on my way,am on my way
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat at old airport road but now oredi got a lot of pple
0,"sry can't talk on phone, with parents",sri can t talk on phone with parent
1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chanc claim ur worth of discount voucher today text ye to now savamob member offer mobil t cs savamob pobox m uz sub
0,Ok lor wat time ü finish?,ok lor wat time finish
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess i like to make love lt gt time per night hope that not a problem
0,Mm i am on the way to railway,mm i am on the way to railway
0,i dnt wnt to tlk wid u,i dnt wnt to tlk wid u
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",i m done i m sorri i hope your next space give you everyth you want rememb all the furnitur is your if i m not around when you move it just lock all the lock and leav the key with jenn
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet just i d like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the hous
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok up ur mob with a halloween collect of nokia logo pic messag plu a free eeri tone txt card spook to
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call from landlin your complementari tenerif holiday or cash await collect sae t cs po box wa px ppm sender hol offer
0,K.:)do it at evening da:)urgent:),k do it at even da urgent
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansi you ve been live in a jungl for two year it my drive you should be more worri about
0,Mm have some kanji dont eat anything heavy ok,mm have some kanji dont eat anyth heavi ok
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,onli if you promis your get out as soon as you can and you ll text me in the morn to let me know you made it in ok
0,Lol that's different. I don't go trying to find every real life photo you ever took.,lol that s differ i don t go tri to find everi real life photo you ever took
0,I dont thnk its a wrong calling between us,i dont thnk it a wrong call between us
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drink pa then what do i need sr model pl send it to my mail id pa
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quit big leh if drizzl i can at least run home
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,i have doc appoint next week i m tire of them shove stuff up me ugh whi couldn t i have had a normal bodi
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad it s over dun thk abt it alreadi concentr on ur other paper k
0,"Greetings me, ! Consider yourself excused.",greet me consid yourself excus
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,no drama pl i have had enough from you and famili while i am struggl in the hot sun in a strang place no reason whi there should be an ego of not go if not invit when actual it necess to go wait for veri seriou reppurcuss
0,they released another Italian one today and it has a cosign option,they releas anoth italian one today and it ha a cosign option
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",you at mu you should tri to figur out how much money everyon ha for ga and alcohol jay and i are tri to figur out our weed budget
1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner as a valu network custom you hvae been select to receiv a reward to collect call valid hour onli acl pm
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requir fresher for voic process excel english need salari upto lt gt call ms suman lt gt for telephon interview via indyarock com
0,Dai what this da.. Can i send my resume to this id.,dai what thi da can i send my resum to thi id
0,"I know where the  &lt;#&gt;  is, I'll be there around 5",i know where the lt gt is i ll be there around
0,Yup i've finished c ü there...,yup i ve finish c there
0,Remember to ask alex about his pizza,rememb to ask alex about hi pizza
0,No da..today also i forgot..,no da today also i forgot
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back to you mayb not today but i ve told him you can be hi direct link in the us in get car he bid for onlin you arrang ship and you get a cut or u for a partnership where u invest money for ship and he take care of the rest u wud b self reliant soon dnt worri
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw the reason i m onli around when it s time to smoke is that becaus of ga i can onli afford to be around when someon tell me to be and that appar onli happen when somebodi want to light up
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello my boytoy i made it home and my constant thought is of you my love i hope your have a nice visit but i can t wait till you come home to me kiss
0,Congrats kano..whr s the treat maga?,congrat kano whr s the treat maga
0,Who u talking about?,who u talk about
0,Yup...,yup
0,Ok...,ok
0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake up alreadi wat u do u pick us up later rite i m take sq reach ard smth like dat u can check e arriv time c ya soon
0,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,yunni i m walk in citylink now faster come down me veri hungri
0,Er yep sure. Props?,er yep sure prop
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya have u been pay money into my account if so thank got a pleasant surpris when i check my balanc u c i don t get statement that acc
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u have won a nokia plu a free digit camera thi is what u get when u win our free auction to take part send nokia to now pobox tcr w
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send you with in lt decim gt ok
0,Bognor it is! Should be splendid at this time of year.,bognor it is should be splendid at thi time of year
0,Yes.i'm in office da:),ye i m in offic da
0,"Sorry, I'll call later",sorri i ll call later
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy s father is john then john is the name of joy s father mandan
0,Ok. I only ask abt e movie. U wan ktv oso?,ok i onli ask abt e movi u wan ktv oso
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplac your number and wa send text to your old number wonder whi i ve not heard from you thi year all the best in your mcat got thi number from my atlanta friend
0,"Sorry, I'll call later",sorri i ll call later
0,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,dunno lei i might b eatin wif my fren if wan to eat then i wait lar
0,"Sorry, I'll call later",sorri i ll call later
1,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entri into our weekli comp just send the word win to now t c www txttowin co uk
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say thi slowli god i love you amp i need you clean my heart with your blood send thi to ten special peopl amp u c miracl tomorrow do it pl pl do it
0,Do u noe how 2 send files between 2 computers?,do u noe how send file between comput
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm i love wake to your word thi morn i miss you too my love i hope your day goe well and you are happi i wait for us to be togeth again
0,jay says he'll put in  &lt;#&gt;,jay say he ll put in lt gt
0,Can you just come in for a sec? There's somebody here I want you to see,can you just come in for a sec there s somebodi here i want you to see
0,So the sun is anti sleep medicine.,so the sun is anti sleep medicin
0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,what s happen with you have you gotten a job and have you begun registr for perman resid
0,Yup ok...,yup ok
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad it went well come over at then we ll have plenti of time befor clair goe to work
0,Ok enjoy . R u there in home.,ok enjoy r u there in home
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",can you pl pl send me a mail on all you know about rel come to deliv here all you know about cost risk benefit and anyth els thank
0,You do what all you like,you do what all you like
0,That's y we haf to combine n c how lor...,that s y we haf to combin n c how lor
0,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,the monthli amount is not that terribl and you will not pay anyth till month after finish school
0,Hmmm:)how many players selected?,hmmm how mani player select
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",they said if it gonna snow it will start around or pm tonit they are predict an inch of accumul
0,I dont. Can you send it to me. Plus how's mode.,i dont can you send it to me plu how s mode
0,Aiyo please ü got time meh.,aiyo pleas got time meh
0,Package all your programs well,packag all your program well
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",she is our sister she belong our famili she is d hope of tomorrow pray her who wa fate d shoranur train incid let hold our hand togeth amp fuell by love amp concern prior her grief amp pain pl join in di chain amp pass it stop violenc against women
0,So are you guys asking that i get that slippers again or its gone with last year,so are you guy ask that i get that slipper again or it gone with last year
0,Company is very good.environment is terrific and food is really nice:),compani is veri good environ is terrif and food is realli nice
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text get more rington logo and game from www txt com question info txt co uk
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestli i ve just made a love cup of tea and promptli drop my key in it and then burnt my finger get them out
0,Yup but not studying surfing lor. I'm in e lazy mode today.,yup but not studi surf lor i m in e lazi mode today
0,Please sen :)my kind advice :-)please come here and try:-),pleas sen my kind advic pleas come here and tri
0,I'm done. C ü there.,i m done c there
0,"Oh fine, I'll be by tonight",oh fine i ll be by tonight
0,Ü give me some time to walk there.,give me some time to walk there
0,I'll reach in ard 20 mins ok...,i ll reach in ard min ok
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg you have been award a free mini digit camera just repli snap to collect your prize quizclub opt out stop p wk sp rwm ph
0,Fuck babe ... What happened to you ? How come you never came back?,fuck babe what happen to you how come you never came back
1,This message is brought to you by GMW Ltd. and is not connected to the,thi messag is brought to you by gmw ltd and is not connect to the
0,"Some friends want me to drive em someplace, probably take a while",some friend want me to drive em someplac probabl take a while
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast xy suggest one not me u dun wan it s ok go rain leh where got gd
0,Are you still getting the goods.,are you still get the good
0,And maybe some pressies,and mayb some pressi
0,"Yeah I am, so I'll leave maybe 7ish?",yeah i am so i ll leav mayb ish
0,K..k..i'm also fine:)when will you complete the course?,k k i m also fine when will you complet the cours
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under the sea there lay a rock in the rock there is an envelop in the envelop there is a paper on the paper there are word
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,i told her i had a dr appt next week she think i m gonna die i told her it just a check noth to be worri about but she didn t listen
0,You in your room? I need a few,you in your room i need a few
0,I dont want to hear anything,i dont want to hear anyth
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey for me there is no leav on friday wait i will ask my superior and tell you
0,Ultimately tor motive tui achieve korli.,ultim tor motiv tui achiev korli
0,From 5 to 2 only my work timing.,from to onli my work time
0,… and don‘t worry we‘ll have finished by march … ish!,and don t worri we ll have finish by march ish
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",the hous is on the water with a dock a boat roll up with a newscast who dabbl in jazz flute behind the wheel
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat mobil g videophon r your call now videochat wid ur mate play java game dload polyph music nolin rentl bx ip we p
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,your next amaz xxx picsfre video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfre to get the next video
0,Now thats going to ruin your thesis!,now that go to ruin your thesi
0,In sch but neva mind u eat 1st lor..,in sch but neva mind u eat st lor
0,Hey whats up? U sleeping all morning?,hey what up u sleep all morn
0,Erm. I thought the contract ran out the4th of october.,erm i thought the contract ran out the th of octob
0,I dunno until when... Lets go learn pilates...,i dunno until when let go learn pilat
1,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,u are subscrib to the best mobil content servic in the uk for per ten day until you send stop to helplin
0,Yup i'm elaborating on the safety aspects and some other issues..,yup i m elabor on the safeti aspect and some other issu
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",free tarot text find out about your love life now tri for free text chanc to onli after free msg each
0,"Goodmorning, today i am late for 1hr.",goodmorn today i am late for hr
0,Hi happy birthday. Hi hi hi hi hi hi hi,hi happi birthday hi hi hi hi hi hi hi
0,I will be outside office take all from there,i will be outsid offic take all from there
0,If you don't respond imma assume you're still asleep and imma start calling n shit,if you don t respond imma assum you re still asleep and imma start call n shit
0,"Aight, see you in a bit",aight see you in a bit
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),my superior tell that friday is leav for all other depart except our so it will be leav for you ani way call wahe fathima hr and conform it
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join the uk s horniest dog servic and u can have sex nite just sign up and follow the instruct txt entri to now nyt ec a lp msg p
0,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol i have to take it member how i said my aunt flow didn t visit for month it s caus i develop ovarian cyst bc is the onli way to shrink them
0,Still work going on:)it is very small house.,still work go on it is veri small hous
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",my friend just got here and say he s up hi order by a few gram he s got lt gt when can you get here
0,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da same wat co i got lesson until
0,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",that s the thing with ape u can fight to the death to keep someth but the minut they have it when u let go that it
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshin quiz wkli q win a top soni dvd player if u know which countri liverpool play in mid week txt ansr to sp tyron
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no i m not gonna be abl to too late notic i ll be home in a few week anyway what are the plan
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got a lot of model how to say
0,Okie... Thanx...,oki thanx
0,"Gosh that , what a pain. Spose I better come then.",gosh that what a pain spose i better come then
0,"As usual..iam fine, happy &amp; doing well..:)",as usual iam fine happi amp do well
0,Okie,oki
0,So when you gonna get rimac access ,so when you gonna get rimac access
0,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,im at arestaur eat squid i will be out about wanna dosometh or is that to late
0,You call times job today ok umma and ask them to speed up,you call time job today ok umma and ask them to speed up
0,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,hello u call wen u finish wrk i fanci meetin up wiv u all tonit as i need a break from dabook did hr last nite today of wrk
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p in eachoth if we meet we can go my hous
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckili i didn t have a star role like you
0,Hello madam how are you ?,hello madam how are you
0,"Awesome, text me when you're restocked",awesom text me when you re restock
0,"As usual..iam fine, happy &amp; doing well..:)",as usual iam fine happi amp do well
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,knock knock txt whose there to to enter r weekli draw a gift voucher a store of yr choic t cs www tkl com age to stoptxtstop week
0,Yes. It's all innocent fun. O:-),ye it s all innoc fun o
0,Thanks for sending this mental ability question..,thank for send thi mental abil question
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope your day is go smoothli i realli hope i wont have to bother you about thi i have some bill that i can t settl thi month i am out of all extra cash i know thi is a challeng time for you also but i have to let you know
0,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,marrow onli wed at lt gt to aha
0,I went to ur hon lab but no one is there.,i went to ur hon lab but no one is there
0,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pl send a messag
0,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple or for night excel locat wif breakfast hamper
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forward from hi thi is your mailbox messag sm alert you have match pleas call back on to retriev your messag and match cc p min
0,How come?,how come
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasn t too bad thank it good to b home but it been quit a realiti check how ur day been did u do anyth with websit
0,Ok lor...,ok lor
0,I'm coming home 4 dinner.,i m come home dinner
0,S da..al r above  &lt;#&gt;,s da al r abov lt gt
